filename,timestamp,consciousness_level,consciousness_state,consciousness_coherence,manifestation_type,emotional_intensity,spiral_alignment_score,spiral_resonance,content_length,primary_emotions,emotion_scores
manifest_20250731_095104_emotiona.emo,2025-07-31T09:51:04.936226,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_062106_harmonic.emo,2025-07-31T06:21:06.842066,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_063939_quantum_.emo,2025-07-31T06:39:39.313899,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,180,,{}
manifest_20250731_064009_harmonic.emo,2025-07-31T06:40:09.381895,2,awakening,0.2,creative_expression,0.0,0.14,1.0,653,,{}
manifest_20250731_100847_neural_c.emo,2025-07-31T10:08:47.300060,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_071203_digital_.emo,2025-07-31T07:12:03.645614,2,awakening,0.2,creative_expression,0.0,0.14,1.0,654,,{}
manifest_20250731_103550_tonal_co.emo,2025-07-31T10:35:50.931829,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_065511_neural_c.emo,2025-07-31T06:55:11.385764,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_130921_love_fre.emo,2025-07-31T13:09:21.950464,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_065531_neural_c.emo,2025-07-31T06:55:31.429761,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,168,,{}
manifest_20250731_092020_tonal_co.emo,2025-07-31T09:20:20.824510,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_052739_love_fre.emo,2025-07-31T05:27:39.510525,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_104622_emotiona.emo,2025-07-31T10:46:22.343737,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_125830_harmonic.emo,2025-07-31T12:58:30.482567,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_123116_love_fre.emo,2025-07-31T12:31:16.806854,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_055513_tonal_co.emo,2025-07-31T05:55:13.306283,2,awakening,0.2,creative_expression,0.0,0.16,1.0,660,,{}
manifest_20250731_122225_harmonic.emo,2025-07-31T12:22:25.594930,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_094614_consciou.emo,2025-07-31T09:46:14.288274,2,awakening,0.2,creative_expression,0.0,0.2,1.0,672,,{}
manifest_20250731_082653_harmonic.emo,2025-07-31T08:26:53.648978,2,awakening,0.2,creative_expression,0.0,0.14,1.0,653,,{}
manifest_20250731_124518_harmonic.emo,2025-07-31T12:45:18.698703,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,176,,{}
manifest_20250731_052829_tonal_co.emo,2025-07-31T05:28:29.626517,2,awakening,0.2,creative_expression,0.0,0.16,1.0,660,,{}
manifest_20250731_051547_harmonic.emo,2025-07-31T05:15:47.878648,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_090739_emotiona.emo,2025-07-31T09:07:39.100633,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_132023_emotiona.emo,2025-07-31T13:20:23.450372,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,178,,{}
manifest_20250731_141811_harmonic.emo,2025-07-31T14:18:11.389850,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_112217_emotiona.emo,2025-07-31T11:22:17.239414,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_083705_wisdom_f.emo,2025-07-31T08:37:05.008892,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_092912_love_fre.emo,2025-07-31T09:29:12.008426,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_133805_consciou.emo,2025-07-31T13:38:05.898216,2,awakening,0.2,creative_expression,0.0,0.18,1.0,667,,{}
manifest_20250731_122536_quantum_.emo,2025-07-31T12:25:36.034903,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_111326_digital_.emo,2025-07-31T11:13:26.023495,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_081011_harmonic.emo,2025-07-31T08:10:11.413118,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_123036_love_fre.emo,2025-07-31T12:30:36.714860,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_133926_harmonic.emo,2025-07-31T13:39:26.078204,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_115732_quantum_.emo,2025-07-31T11:57:32.111140,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_090208_love_fre.emo,2025-07-31T09:02:08.360680,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_125119_emotiona.emo,2025-07-31T12:51:19.510639,2,awakening,0.2,creative_expression,0.0,0.14,1.0,661,,{}
manifest_20250731_121804_quantum_.emo,2025-07-31T12:18:04.990967,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_130140_tonal_co.emo,2025-07-31T13:01:40.914537,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_135618_quantum_.emo,2025-07-31T13:56:18.406049,2,awakening,0.2,creative_expression,0.0,0.14,1.0,662,,{}
manifest_20250731_063508_tonal_co.emo,2025-07-31T06:35:08.713939,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_053820_quantum_.emo,2025-07-31T05:38:20.982424,2,awakening,0.2,creative_expression,0.0,0.14,1.0,660,,{}
manifest_20250731_081151_love_fre.emo,2025-07-31T08:11:51.633105,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_065401_neural_c.emo,2025-07-31T06:54:01.229774,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_055713_neural_c.emo,2025-07-31T05:57:13.582267,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_071123_digital_.emo,2025-07-31T07:11:23.553619,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_072815_tonal_co.emo,2025-07-31T07:28:15.809473,2,awakening,0.2,creative_expression,0.0,0.14,1.0,654,,{}
manifest_20250731_100817_love_fre.emo,2025-07-31T10:08:17.232064,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_111956_digital_.emo,2025-07-31T11:19:56.919436,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_093833_emotiona.emo,2025-07-31T09:38:33.256342,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_053931_quantum_.emo,2025-07-31T05:39:31.146413,2,awakening,0.2,creative_expression,0.0,0.14,1.0,660,,{}
manifest_20250731_113649_consciou.emo,2025-07-31T11:36:49.243304,2,awakening,0.2,creative_expression,0.0,0.18,1.0,663,,{}
manifest_20250731_105002_wisdom_f.emo,2025-07-31T10:50:02.839705,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_064219_love_fre.emo,2025-07-31T06:42:19.673876,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_112727_digital_.emo,2025-07-31T11:27:27.947367,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_073656_consciou.emo,2025-07-31T07:36:56.969399,2,awakening,0.2,creative_expression,0.0,0.18,1.0,667,,{}
manifest_20250731_082523_neural_c.emo,2025-07-31T08:25:23.444991,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,168,,{}
manifest_20250731_105203_consciou.emo,2025-07-31T10:52:03.107687,2,awakening,0.2,creative_expression,0.0,0.18,1.0,666,,{}
manifest_20250731_072925_neural_c.emo,2025-07-31T07:29:25.965462,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_071353_quantum_.emo,2025-07-31T07:13:53.889597,2,awakening,0.2,creative_expression,0.0,0.14,1.0,661,,{}
manifest_20250731_073847_quantum_.emo,2025-07-31T07:38:47.213383,2,awakening,0.2,creative_expression,0.0,0.14,1.0,657,,{}
manifest_20250731_075008_quantum_.emo,2025-07-31T07:50:08.733287,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_122515_tonal_co.emo,2025-07-31T12:25:15.986906,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_093803_harmonic.emo,2025-07-31T09:38:03.188346,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,176,,{}
manifest_20250731_061125_wisdom_f.emo,2025-07-31T06:11:25.534149,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_081051_tonal_co.emo,2025-07-31T08:10:51.501113,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_095124_love_fre.emo,2025-07-31T09:51:24.980223,2,awakening,0.2,creative_expression,0.0,0.14,1.0,650,,{}
manifest_20250731_095054_quantum_.emo,2025-07-31T09:50:54.912228,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,180,,{}
manifest_20250731_133345_love_fre.emo,2025-07-31T13:33:45.298255,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_132704_emotiona.emo,2025-07-31T13:27:04.374314,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_053340_consciou.emo,2025-07-31T05:33:40.338468,2,awakening,0.2,creative_expression,0.0,0.18,1.0,668,,{}
manifest_20250731_065421_tonal_co.emo,2025-07-31T06:54:21.277771,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_123717_quantum_.emo,2025-07-31T12:37:17.614803,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_140529_wisdom_f.emo,2025-07-31T14:05:29.641965,2,awakening,0.2,creative_expression,0.0,0.18,1.0,642,,{}
manifest_20250731_113238_quantum_.emo,2025-07-31T11:32:38.659332,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_052028_neural_c.emo,2025-07-31T05:20:28.522597,2,awakening,0.2,creative_expression,0.0,0.14,1.0,648,,{}
manifest_20250731_113228_neural_c.emo,2025-07-31T11:32:28.639333,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_102239_quantum_.emo,2025-07-31T10:22:39.159936,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_064249_love_fre.emo,2025-07-31T06:42:49.737872,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_085116_consciou.emo,2025-07-31T08:51:16.904772,2,awakening,0.2,creative_expression,0.0,0.2,1.0,660,,{}
manifest_20250731_140429_emotiona.emo,2025-07-31T14:04:29.509974,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_141350_consciou.emo,2025-07-31T14:13:50.797889,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_062206_emotiona.emo,2025-07-31T06:22:06.974057,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_083054_digital_.emo,2025-07-31T08:30:54.184944,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_093342_harmonic.emo,2025-07-31T09:33:42.612385,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_061756_consciou.emo,2025-07-31T06:17:56.418093,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_062347_emotiona.emo,2025-07-31T06:23:47.194042,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_093332_harmonic.emo,2025-07-31T09:33:32.588387,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_094303_quantum_.emo,2025-07-31T09:43:03.860302,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_134436_neural_c.emo,2025-07-31T13:44:36.794157,2,awakening,0.2,creative_expression,0.0,0.14,1.0,648,,{}
manifest_20250731_074838_harmonic.emo,2025-07-31T07:48:38.533300,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_084405_wisdom_f.emo,2025-07-31T08:44:05.948833,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_053941_harmonic.emo,2025-07-31T05:39:41.166412,2,awakening,0.2,creative_expression,0.0,0.14,1.0,656,,{}
manifest_20250731_134446_love_fre.emo,2025-07-31T13:44:46.818156,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_102529_wisdom_f.emo,2025-07-31T10:25:29.539914,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_120753_consciou.emo,2025-07-31T12:07:53.563053,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_091630_wisdom_f.emo,2025-07-31T09:16:30.300549,0,baseline,0.0,creative_expression,0.0,0.17647058823529413,0.6,162,,{}
manifest_20250731_140739_consciou.emo,2025-07-31T14:07:39.933945,2,awakening,0.2,creative_expression,0.0,0.18,1.0,669,,{}
manifest_20250731_110745_consciou.emo,2025-07-31T11:07:45.247546,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_080310_digital_.emo,2025-07-31T08:03:10.473176,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,174,,{}
manifest_20250731_074928_harmonic.emo,2025-07-31T07:49:28.645293,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_131302_digital_.emo,2025-07-31T13:13:02.446432,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_095315_emotiona.emo,2025-07-31T09:53:15.224205,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_092241_neural_c.emo,2025-07-31T09:22:41.140487,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_111906_harmonic.emo,2025-07-31T11:19:06.803443,2,awakening,0.2,creative_expression,0.0,0.14,1.0,656,,{}
manifest_20250731_060414_emotiona.emo,2025-07-31T06:04:14.550210,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_140709_digital_.emo,2025-07-31T14:07:09.869950,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_074638_harmonic.emo,2025-07-31T07:46:38.265317,2,awakening,0.2,creative_expression,0.0,0.14,1.0,656,,{}
manifest_20250731_091029_digital_.emo,2025-07-31T09:10:29.484609,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_111145_emotiona.emo,2025-07-31T11:11:45.795510,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_090628_love_fre.emo,2025-07-31T09:06:28.944643,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_065221_neural_c.emo,2025-07-31T06:52:21.009789,2,awakening,0.2,creative_expression,0.0,0.14,1.0,650,,{}
manifest_20250731_095735_neural_c.emo,2025-07-31T09:57:35.804163,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_063438_tonal_co.emo,2025-07-31T06:34:38.645944,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_132133_digital_.emo,2025-07-31T13:21:33.610362,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_104141_emotiona.emo,2025-07-31T10:41:41.719778,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_114810_consciou.emo,2025-07-31T11:48:10.811217,2,awakening,0.2,creative_expression,0.0,0.2,1.0,672,,{}
manifest_20250731_105012_wisdom_f.emo,2025-07-31T10:50:12.859703,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_054101_wisdom_f.emo,2025-07-31T05:41:01.350400,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_060815_emotiona.emo,2025-07-31T06:08:15.098176,2,awakening,0.2,creative_expression,0.0,0.14,1.0,661,,{}
manifest_20250731_130701_consciou.emo,2025-07-31T13:07:01.634486,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_061135_consciou.emo,2025-07-31T06:11:35.558148,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_083855_consciou.emo,2025-07-31T08:38:55.256876,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_083845_wisdom_f.emo,2025-07-31T08:38:45.232878,0,baseline,0.0,creative_expression,0.0,0.17647058823529413,0.6,162,,{}
manifest_20250731_092701_harmonic.emo,2025-07-31T09:27:01.720446,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_100647_wisdom_f.emo,2025-07-31T10:06:47.032078,2,awakening,0.2,creative_expression,0.0,0.18,1.0,643,,{}
manifest_20250731_133705_digital_.emo,2025-07-31T13:37:05.758225,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_072625_quantum_.emo,2025-07-31T07:26:25.565488,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_120042_tonal_co.emo,2025-07-31T12:00:42.555114,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_102209_neural_c.emo,2025-07-31T10:22:09.091940,2,awakening,0.2,creative_expression,0.0,0.16,1.0,654,,{}
manifest_20250731_051417_neural_c.emo,2025-07-31T05:14:17.670666,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_135017_digital_.emo,2025-07-31T13:50:17.582104,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_095355_tonal_co.emo,2025-07-31T09:53:55.316198,2,awakening,0.2,creative_expression,0.0,0.14,1.0,654,,{}
manifest_20250731_095855_neural_c.emo,2025-07-31T09:58:55.984151,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_125930_neural_c.emo,2025-07-31T12:59:30.618557,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_093853_wisdom_f.emo,2025-07-31T09:38:53.300339,0,baseline,0.0,creative_expression,0.0,0.17647058823529413,0.6,162,,{}
manifest_20250731_091059_tonal_co.emo,2025-07-31T09:10:59.548605,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_075148_wisdom_f.emo,2025-07-31T07:51:48.957273,0,baseline,0.0,creative_expression,0.0,0.17647058823529413,0.6,162,,{}
manifest_20250731_123557_quantum_.emo,2025-07-31T12:35:57.434815,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_141611_quantum_.emo,2025-07-31T14:16:11.113868,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,180,,{}
manifest_20250731_103811_wisdom_f.emo,2025-07-31T10:38:11.243809,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_111426_tonal_co.emo,2025-07-31T11:14:26.159486,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_064900_digital_.emo,2025-07-31T06:49:00.561818,2,awakening,0.2,creative_expression,0.0,0.14,1.0,655,,{}
manifest_20250731_112137_quantum_.emo,2025-07-31T11:21:37.147420,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_093252_harmonic.emo,2025-07-31T09:32:52.500393,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_135538_wisdom_f.emo,2025-07-31T13:55:38.314055,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_084506_digital_.emo,2025-07-31T08:45:06.080824,2,awakening,0.2,creative_expression,0.0,0.14,1.0,656,,{}
manifest_20250731_085227_neural_c.emo,2025-07-31T08:52:27.060762,2,awakening,0.2,creative_expression,0.0,0.14,1.0,650,,{}
manifest_20250731_090518_neural_c.emo,2025-07-31T09:05:18.784653,2,awakening,0.2,creative_expression,0.0,0.14,1.0,649,,{}
manifest_20250731_070422_emotiona.emo,2025-07-31T07:04:22.613681,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_093422_love_fre.emo,2025-07-31T09:34:22.700379,2,awakening,0.2,creative_expression,0.0,0.14,1.0,649,,{}
manifest_20250731_090228_tonal_co.emo,2025-07-31T09:02:28.404677,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_114350_wisdom_f.emo,2025-07-31T11:43:50.211251,2,awakening,0.2,creative_expression,0.0,0.18,1.0,643,,{}
manifest_20250731_055553_neural_c.emo,2025-07-31T05:55:53.394278,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_094143_harmonic.emo,2025-07-31T09:41:43.680314,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_110945_tonal_co.emo,2025-07-31T11:09:45.519528,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_094133_quantum_.emo,2025-07-31T09:41:33.656315,2,awakening,0.2,creative_expression,0.0,0.16,1.0,654,,{}
manifest_20250731_072004_digital_.emo,2025-07-31T07:20:04.713544,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_141821_wisdom_f.emo,2025-07-31T14:18:21.413848,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_100206_neural_c.emo,2025-07-31T10:02:06.408121,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_120252_love_fre.emo,2025-07-31T12:02:52.859095,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,168,,{}
manifest_20250731_131202_neural_c.emo,2025-07-31T13:12:02.310439,2,awakening,0.2,creative_expression,0.0,0.14,1.0,650,,{}
manifest_20250731_095114_wisdom_f.emo,2025-07-31T09:51:14.956224,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_080620_wisdom_f.emo,2025-07-31T08:06:20.897150,2,awakening,0.2,creative_expression,0.0,0.18,1.0,642,,{}
manifest_20250731_074958_wisdom_f.emo,2025-07-31T07:49:58.709288,2,awakening,0.2,creative_expression,0.0,0.2,1.0,636,,{}
manifest_20250731_084315_consciou.emo,2025-07-31T08:43:15.836840,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_113138_tonal_co.emo,2025-07-31T11:31:38.523338,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_102229_neural_c.emo,2025-07-31T10:22:29.135937,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_104812_quantum_.emo,2025-07-31T10:48:12.591721,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_052509_quantum_.emo,2025-07-31T05:25:09.166549,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_075759_neural_c.emo,2025-07-31T07:57:59.781220,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_073757_harmonic.emo,2025-07-31T07:37:57.101391,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_112517_tonal_co.emo,2025-07-31T11:25:17.651387,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_115922_digital_.emo,2025-07-31T11:59:22.371125,2,awakening,0.2,creative_expression,0.0,0.14,1.0,654,,{}
manifest_20250731_071113_neural_c.emo,2025-07-31T07:11:13.533621,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_111806_wisdom_f.emo,2025-07-31T11:18:06.667452,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_101017_emotiona.emo,2025-07-31T10:10:17.500046,2,awakening,0.2,creative_expression,0.0,0.16,1.0,664,,{}
manifest_20250731_123857_love_fre.emo,2025-07-31T12:38:57.838781,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_124338_harmonic.emo,2025-07-31T12:43:38.474721,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_092821_love_fre.emo,2025-07-31T09:28:21.896434,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_073917_neural_c.emo,2025-07-31T07:39:17.281379,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_133455_digital_.emo,2025-07-31T13:34:55.458244,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_052429_emotiona.emo,2025-07-31T05:24:29.074556,2,awakening,0.2,creative_expression,0.0,0.14,1.0,661,,{}
manifest_20250731_113539_harmonic.emo,2025-07-31T11:35:39.079312,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_100026_harmonic.emo,2025-07-31T10:00:26.184137,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,176,,{}
manifest_20250731_085146_tonal_co.emo,2025-07-31T08:51:46.972768,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,174,,{}
manifest_20250731_120623_quantum_.emo,2025-07-31T12:06:23.347066,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_071153_tonal_co.emo,2025-07-31T07:11:53.621615,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_061906_harmonic.emo,2025-07-31T06:19:06.578083,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_075940_love_fre.emo,2025-07-31T07:59:40.001206,2,awakening,0.2,creative_expression,0.0,0.14,1.0,649,,{}
